gene	twas_z	twas_p	twas_fdr	reference_tissue	n_model_snps	model_class	magma_overlap	current_exemplar_gene	interpretation_class	notes
RBP5	-0.361266821622849	0.717899993728299	0.941781652409391	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
UBR3	-0.361221002311608	0.717934243014045	0.941781652409391	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
PSMA4	0.360819947491089	0.718234049996977	0.941781652409391	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
RP11-620J15.3	0.360731720924377	0.718300009250027	0.941781652409391	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
ZBBX	0.360731720924377	0.718300009250027	0.941781652409391	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
SLC38A9	-0.360196769237518	0.718699990567169	0.941884429380871	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ISM2	0.360074221121595	0.718791630176572	0.941884429380871	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
BTNL3	0.359661877155304	0.719100004384241	0.941884429380871	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
XKR9	-0.359661877155304	0.719100004384241	0.941884429380871	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
FAM169A	-0.35926079750061	0.719399998380719	0.941884429380871	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CASC1	0.358859777450562	0.719699991015215	0.941884429380871	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
TSC1	-0.358859777450562	0.719699991015215	0.941884429380871	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
PPP1R37	-0.358745717624354	0.719785324082931	0.941884429380871	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
RP11-439M11.1	-0.358726114034653	0.719799990724237	0.941884429380871	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
TACC3	-0.358223624350629	0.720175969100833	0.942169658566974	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
CLUL1	0.357790648937225	0.720499989032054	0.942386802938832	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
KMT2E	-0.356989055871964	0.721099998808928	0.942964757214394	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
SECISBP2L	0.35672190785408	0.721300003056899	0.943010345286397	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
TATDN2	-0.3563212454319	0.72160000053162	0.943010345286397	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CNOT9	-0.356054157018662	0.721800007767405	0.943010345286397	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CFL2	0.355787128210068	0.721999989383495	0.943010345286397	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
MRPL34	-0.355653584003449	0.722100009638906	0.943010345286397	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CXCL12	-0.355386584997177	0.722299997429186	0.943010345286397	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CGGBP1	-0.35525307059288	0.722400009603935	0.943010345286397	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
HSD17B12	0.35525307059288	0.722400009603935	0.943010345286397	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ALDH9A1	-0.354852616786957	0.72270000760138	0.943195479388712	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CD36	-0.35458567738533	0.722900007624179	0.943248811928973	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
MKL1	-0.354051887989044	0.723299997449178	0.943248811928973	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
NLN	-0.354051887989044	0.723299997449178	0.943248811928973	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ANXA5	0.353953666845999	0.723373606733388	0.943248811928973	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
GPR75	0.353384763002396	0.723800007259502	0.94359847907486	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
LINC01139	0.352051019668579	0.724800000412093	0.944695607094495	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
C3orf62	-0.351651012897491	0.725100002833917	0.944880095476103	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
MRPS16	0.351117759943008	0.725500004631605	0.945194784273161	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ASB3	0.350584626197815	0.725899991884519	0.945302828479447	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ERLEC1	-0.350584626197815	0.725899991884519	0.945302828479447	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
JPH3	0.349918305873871	0.726400008389676	0.945540984507234	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
KIDINS220	-0.349918305873871	0.726400008389676	0.945540984507234	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
THG1L	0.348852574825287	0.727199990836612	0.945911346623177	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
PDGFRL	0.348586171865463	0.727400010582905	0.945911346623177	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
LAMA3	0.348453015089035	0.727499993855439	0.945911346623177	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CTSW	-0.348370669801569	0.727561826686507	0.945911346623177	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
SLC35A5	0.348319828510284	0.727600004146386	0.945911346623177	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CPEB2	-0.348186671733856	0.72769999669684	0.945911346623177	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
PDCD6IP	0.347787201404572	0.728000002158589	0.945911346623177	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
DNAAF1	-0.347654074430466	0.72809999085973	0.945911346623177	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
AQP11	0.347637812122757	0.728112205433571	0.945911346623177	GTEx_v8_Kidney_Cortex	3	multi_snp_model	yes	no	not_fdr_supported	proxy only
NOL10	0.34672224521637	0.728799996475536	0.946446123594892	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CCDC3	-0.346589148044586	0.728899999760698	0.946446123594892	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
PI4K2A	0.346456050872803	0.729000007659121	0.946446123594892	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
IL17B	-0.34552463889122	0.729699990380282	0.94714868146226	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
EDF1	0.344992518424988	0.730099995280624	0.947461647847304	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ARFGEF2	-0.344593495130539	0.730399996737235	0.947491907216473	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RP11-108O10.2	0.344460487365723	0.730500006392247	0.947491907216473	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
ARSB	0.344327509403229	0.730599998219242	0.947491907216473	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
LAMA5	0.343928575515747	0.73090000116516	0.947674865611621	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
KCTD16	-0.343396753072739	0.731300001867692	0.947704964549377	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
MGAT1	0.343396753072739	0.731300001867692	0.947704964549377	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CARMN	-0.343263804912567	0.731400007857829	0.947704964549377	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
SAMM50	-0.342200517654419	0.732199995686882	0.948252961361563	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RP1	0.342070448716419	0.732297875947825	0.948252961361563	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
SYCE2	0.342067629098892	0.732299997831628	0.948252961361563	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
WDPCP	-0.340739101171494	0.733299999792903	0.948512646206554	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CAPN14	0.340473473072052	0.733499996225913	0.948512646206554	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
TMEM63A	0.34020784497261	0.733700010747282	0.948512646206554	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
SMTNL1	0.340174457191978	0.733725152593085	0.948512646206554	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
TMEM99	-0.340075075626373	0.733799991123016	0.948512646206554	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
PTAR1	0.340075075626373	0.733799991123016	0.948512646206554	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
DDIAS	0.339942276477814	0.733899998456925	0.948512646206554	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
FGFR1	-0.339676707983017	0.734100004221864	0.948512646206554	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ZKSCAN3	-0.33954393863678	0.73420000264775	0.948512646206554	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
SORBS1	0.339278429746628	0.734399990573498	0.948512646206554	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
FAM26F	-0.338640552163509	0.73488052950741	0.948512646206554	GTEx_v8_Kidney_Cortex	2	multi_snp_model	no	no	not_fdr_supported	proxy only
ZNF587B	0.338481992483139	0.734999995032123	0.948512646206554	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
MIA3	-0.338216543197632	0.735200010027101	0.948512646206554	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
GREM2	0.338083863258362	0.735299990572704	0.948512646206554	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
MAP2K4	-0.337951153516769	0.735399998062186	0.948512646206554	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CTD-2619J13.19	0.337890369442847	0.735445805260138	0.948512646206554	GTEx_v8_Kidney_Cortex	2	multi_snp_model	no	no	not_fdr_supported	proxy only
DHRS4L2	0.337818443775177	0.735500010037046	0.948512646206554	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
LZTR1	-0.337812563219975	0.735504441811996	0.948512646206554	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
PRUNE2	-0.337420403957367	0.735800005469339	0.948512646206554	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
FLOT1	0.337287753820419	0.735899990439111	0.948512646206554	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
TTC37	-0.337287753820419	0.735899990439111	0.948512646206554	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
KLKB1	-0.337155073881149	0.73600000234743	0.948512646206554	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
VPS37C	0.336359202861786	0.736600010399698	0.94879960076318	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
LINC01197	-0.336226582527161	0.736700008642214	0.94879960076318	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
SCGB1B2P	0.336226582527161	0.736700008642214	0.94879960076318	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
REEP5	0.335563570261002	0.737199999278562	0.94923852206825	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
MAP3K2	0.335033267736435	0.737599990966538	0.949472300240715	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CYP1B1	-0.334900677204132	0.73770001123851	0.949472300240715	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
LETMD1	-0.334635585546494	0.737899997653247	0.949524748814482	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
LINC00924	0.333972901105881	0.738400007547928	0.949886858306788	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
TRIP10	0.333840399980545	0.738499995825972	0.949886858306788	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
KDELR3	-0.333575367927551	0.738700008141484	0.949915288003777	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ATP6V1A	-0.333310395479202	0.738899993152569	0.949915288003777	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CORO1A	0.333177894353867	0.739000003530022	0.949915288003777	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
NORAD	-0.33291295170784	0.73919999253508	0.949967576613509	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
ADIPOR1	-0.331853359937668	0.739999989804993	0.950585941233773	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
SYDE1	0.331853359937668	0.739999989804993	0.950585941233773	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
PHLDA2	0.33145609498024	0.740299999463607	0.950690185965259	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
EIF1B	0.331323683261871	0.74040000396154	0.950690185965259	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RP5-875H18.9	0.330794125795364	0.740799998273428	0.950773615701197	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
COLGALT2	-0.330794125795364	0.740799998273428	0.950773615701197	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
TDO2	-0.330562937733782	0.740974645134497	0.950773615701197	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
B3GAT2	0.329867601394653	0.741500004869239	0.950773615701197	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
PCDHGA11	0.329867601394653	0.741500004869239	0.950773615701197	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
PDK2	0.329735279083252	0.741599994336306	0.950773615701197	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
AC017074.2	-0.329602926969528	0.741700010687765	0.950773615701197	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
C9orf72	-0.329470604658127	0.741800008879791	0.950773615701197	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
LRRC37B	-0.329338312149048	0.741899988907877	0.950773615701197	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
UGGT1	-0.328809082508087	0.742299997620876	0.951081840527135	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
HNRNPU	0.32775092124939	0.743099998434858	0.951561487096092	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ANO7	-0.327618688344955	0.743199989894264	0.951561487096092	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
KIF12	-0.327221989631653	0.743499990257764	0.951561487096092	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
STRN3	0.327089756727219	0.743599999035488	0.951561487096092	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
IGFALS	0.325900018215179	0.744500001915263	0.951561487096092	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
BMPR1A	0.32576784491539	0.744600008767892	0.951561487096092	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
KIAA1586	-0.325635701417923	0.744699997375775	0.951561487096092	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ZNF326	0.325635701417923	0.744699997375775	0.951561487096092	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
MAT2B	-0.325503557920456	0.744799990286324	0.951561487096092	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ASAH2B	0.325371384620667	0.744900010050834	0.951561487096092	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ANKLE1	0.325107127428055	0.745099994818358	0.951561487096092	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
LINC02035	-0.325107127428055	0.745099994818358	0.951561487096092	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
PATJ	0.325107127428055	0.745099994818358	0.951561487096092	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
NEU3	-0.324710756540299	0.745399992902783	0.951561487096092	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
H3F3B	-0.324314415454864	0.745700007040612	0.951561487096092	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
ZNF250	0.323653995990753	0.746200003457983	0.951561487096092	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
UNC93A	-0.32363104839636	0.746217378755555	0.951561487096092	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
APOL1	0.323389858007431	0.746400009396128	0.951561487096092	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
DPP3	-0.323254154593501	0.746502771003203	0.951561487096092	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
OTULIN	0.323125749826431	0.746600009850135	0.951561487096092	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ST8SIA1	-0.322993725538254	0.746699993908472	0.951561487096092	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
SVIL	0.322861671447754	0.746800004801731	0.951561487096092	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ZNF641	0.322729647159576	0.746899997386895	0.951561487096092	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
EXOSC8	-0.322465598583221	0.747099995337431	0.951561487096092	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CRHR2	0.322333574295044	0.74720000069968	0.951561487096092	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
OSBPL10	-0.321937561035156	0.747499997159738	0.951561487096092	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ZNF800	-0.321937561035156	0.747499997159738	0.951561487096092	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
FBLN5	-0.321805566549301	0.74759999695542	0.951561487096092	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
NOMO3	0.321673572063446	0.747700000998839	0.951561487096092	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
LILRA5	0.321541577577591	0.747800009288434	0.951561487096092	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
MAG	0.321277648210526	0.747999993434448	0.951561487096092	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CD22	0.321277648210525	0.747999993434448	0.951561487096092	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
HMMR	0.321277648210525	0.747999993434448	0.951561487096092	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ADAM10	0.321145683526993	0.748099991867597	0.951561487096092	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RNF20	0.320247168207321	0.748780969373583	0.95171615252412	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
ASNS	0.320090144872665	0.748899996222023	0.95171615252412	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ZFAND4	-0.319958209991455	0.749000010143026	0.95171615252412	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
SMIM1	0.319826304912567	0.749100005692836	0.95171615252412	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
LINC00479	-0.319430619478226	0.749399995051359	0.95171615252412	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
RNF144B	0.319172986502654	0.749595340167567	0.95171615252412	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
PIGBOS1	0.319034963846207	0.749699999730198	0.95171615252412	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
TRIM22	0.318507522344589	0.750099989529894	0.95171615252412	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
UBE2D4	-0.318303556444218	0.750254686848857	0.95171615252412	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
ACY3	0.318243801593781	0.750300009636578	0.95171615252412	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
NINL	0.318243801593781	0.750300009636578	0.95171615252412	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
SLC19A3	-0.31811198592186	0.750399992077771	0.95171615252412	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ZNF546	0.318049907710997	0.750447079972622	0.95171615252412	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
GIMAP4	0.318038099255827	0.750456037090125	0.95171615252412	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
VN1R1	0.316662102937698	0.751500007448614	0.952610163344002	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
HSD17B1	-0.316530346870422	0.751599994860776	0.952610163344002	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CPNE1	-0.316266804933548	0.751800004812489	0.952610163344002	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RBM12	0.316266804933548	0.751800004812489	0.952610163344002	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
BCAN	0.315739810466766	0.75220000684994	0.952838764814535	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
KRT10	-0.315608084201813	0.752300000796047	0.952838764814535	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
URGCP	0.314895958922357	0.752840649952964	0.953321043888198	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
KLHL30	-0.313896030187607	0.753600005569238	0.953725737957657	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
SEPT1	-0.313896030187607	0.753600005569238	0.953725737957657	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
DUSP2	-0.31376439332962	0.753699989652042	0.953725737957657	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
MFNG	-0.313632726669312	0.753800000502169	0.953725737957657	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
KATNAL1	0.312974542379379	0.754300003460652	0.954130588648393	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RP11-254I22.3	0.312711298465729	0.754500010853286	0.954130588648393	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
ATP2B4	0.312579691410065	0.754600009402285	0.954130588648393	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
SALL4	-0.312053322792053	0.754999999423017	0.954381850055071	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CFAP54	-0.311000823974609	0.755799995232046	0.954381850055071	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
EPB41L5	-0.311000823974609	0.755799995232046	0.954381850055071	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ERLIN1	-0.311000823974609	0.755799995232046	0.954381850055071	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
SMIM3	-0.31086927652359	0.755900001811138	0.954381850055071	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
NEK2	-0.310606211423874	0.756100004578042	0.954381850055071	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RGS5	-0.310474693775177	0.756200000760875	0.954381850055071	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
TEK	0.310080170631409	0.756499991139734	0.954381850055071	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
